id,question,set_id
77768,Please suggest me 6m baby food chart.,5
77780,what is the ideal diet for a 7month old boy? he weighs 7. 5kgs,17
77913,my baby is 5 months.. can i start giving her biscuit wid milk?? any suggestion on wic biscuits???,5
77986,My baby girl is 6 month old what should be her food as because she doesn't want to eat anything,5
78067,hi my son is 9 months old his weight is 7. 5kg. is it ok,31
78068,"my baby has just entered 5th month, can I start giving solid foods?",2
78266,my baby is 9 months old what all kinds of diet shall I include,40
78284,"hi,my baby is 6 months old,how can i start him a liquid food",5
78360,how i gaining weight for my 11month baby,6
78368,What should I give my child nutrition my child is 11 months old,17
78370,my daughter 's weight 6. 6 kg is it normal?,31
78400,Is it good to give boiled rice water to 6 month baby..,2
78438,plz suggest d diet to mi child,5
78441,cn i start liquid aftr 4 mnths to give my baby boy ?,100
78502,my son age is 3 months. he is lean. how can I do him as fatty,7
78503,but some saying we can start avocado 4th to 6th month.,100
78509,when and what is the best time and food to b started to a baby,5
78523,what i can give to my 7 months plus daughter for eating??,17
78534,buffalo milk can b given??? or formula feed??? can i give cerelac??,100
78545,my son 5 month old I'll give solid foods,100
78547,Y we need to give avocado for 4 months old baby?,100
78552,can i start to give cow  milk to my baby besides breast milk as he gets 6 mths old?,7
78574,Can I give Suji kheer to my baby... can I use regular milk for preparing it,2
78583,My baby is 8 month which foods r good for her,40
78616,my son is  10 month old his weight is 8. 860 is it good  his birth weight was  3. 900kg,31
78669,my 11 month old baby girl is not eating what can I do,17
78681,hi my baby is 3 1/2 months old can i feed cerlac or farex to him,100
78756,"hi am Shilpa, my baby is 4 months old, after 5 months what's the healthy solid food for my son.",5
78759,hi my son is 9 months old but does not eat anything how should I make him  eat?,13
78773,Please provide complete food chart for 6  months baby,5
78812,Hi .my baby is 6 month when can we start giving dalia or oats ?,5
78844,"my daughter 10months old, best home food",68
78848,please give 6 month baby food chart,5
78870,hi my baby is 10 mnths old  he is refusing to eat any thing. pls help. he is on breastfedding.,5
78878,plz help me with the deit plan with time,6
78882,can I give paket liquid milk to my nine months old baby ?,7
78885,my baby is 10 months old. suggest food for him. thanks,68
78902,I want to know how much weight should be a 9 mnth baby girl? my baby's weight is 9. 3 kg (9 mnth).,31
78951,Food chart of 9mnth baby,40
78971,Please suggest some recipes for my nine months baby,40
79012,my baby is 7 months but not eating properly receipe for my toddler,6
79022,Hi.. what can b given to my 7 month old baby to gain weight?,13
79100,what shall I feed my baby,68
79151,my baby is 1 yr old.. pls suggest a food chart for him...,17
79179,What should I give to my 7 months son to eat,40
79299,wt can I introduce to my baby of  4months to eat,100
79300,Food to be given to 4 month old baby,100
79322,wat to do for quicker milk secretion,7
79335,diet plan for 6 month baby,5
79336,what is the proper diet chart for 6 months baby??,5
79343,what all tasty foods i can make for my baby pls send the recipes,40
79430,please suggest good food for 11 months baby,40
79438,Can we give nandini packet milk to 4 month old baby as I have low breast milk?,7
79449,"i hv 6 months old baby girl, what kind of food i can give her. and i want to know recipes.",2
79465,Hello my kid  boy is six months now  can u please tell me wat food shall I give him,5
79598,what food give my 5 months baby,100
79627,My son has completed 6 month what to give for eating,5
79638,now my baby is 6months old which food I give?,5
79653,"my baby is now in 5. 5 month old. Her weight is 7 kg,this is right and which types of food can give",5
79699,my daughter is 3 month old can i give any fruit juice to her,100
79714,Hi ....what should be the ideal weight of a child@9months,31
79735,Wat are d foods  to be started for 6 months old baby?,5
79756,My daughter  is 5months should I start her liquid food. ?,100
79804,hi.... my child is 4 months old... can I start ceralac.... ??,100
79823,hi my baby is ten months old. pls suggest foods for him and how many times I can give food??,17
79925,my angel will turn 6 months after 2 days. what food should I give to her?,5
79945,what are the food items can be given for 5 month baby,100
79958,"what should be the weight for the girl baby at 4 month old, her height is 58 cms?",31
79968,hi everyone pls suggest me healthy food chart to my 6months baby,5
79970,hi give me dilate chart for 6 month baby.,5
79989,hi my baby going to 6 months on 10th Feb what should I gave her for her first food,5
79992,my baby boy 8 months old what good food for him,40
80038,Pls suggest diet chart for 6 months old baby (how to start giving food to baby),5
80069,plzz suggest me how to travel with just completed 6 mnth children,5
80070,when should I start giving food to my son,100
80084,5 months starting baby wht kind of food can give him l,2
80085,what I will give to my 9 month old baby..,40
80104,my baby girl is 5 month can I gave her solid ? which time ? and how much,2
80150,"my son is 5 months 9 days, can I give him solid/ liquid food for eating.",2
80273,please give a  month diet plan for my 7 month old baby?? time schedule?? which food?? etc..,40
80300,my son is now 10 month plus and his weight is almost 9 kg. is it good?,31
80319,my daughter is 7months old what food shall i give to her?,40
80386,What are all the foods that I can give to my 5months old baby,2
80477,what  solid food I could give to my baby... ?,151
80483,My baby is seven months old  what I do for her health grow,40
80491,"what should I give to my 1 year old son, I am giving him kichdi, Cerelac, and suji kheer",17
80674,Ma boy baby is 5month old wen shudder I start solid food n with I'll b gud?,5
80717,at end of this month my baby will be 4 month old. can I start with semi solid foods like ragi,100
80736,Heloo Dr. what to give to my 7 month old baby boy  to eat?.. please guide me,17
80893,my baby is 3 month old but she didn't get enough milk production wat can I do?,7
80896,hi..... my daughter is 10 month old now ......what food i have to give her,40
83318,food ideas and approx time table for a 7 month old baby boy,10
83329,on 10th march my baby steps into 6th month suggest for best food  for him,2
83391,Can i give liquid to my son like juice or coconut water,100
83416,"Hi.. my daughter is 8 months old,,what type of food I should give her?",40
83455,please suggest diet chart and time for my six months baby?,5
83509,My baby is gonna complete his 6 month so what should I feed for nutritional... ???,5
83654,Ourz lo is 10 months. eats very little.. only 7. 5 kg... wht to do.. help....,6
83706,Can i strt mangoes n coct water to my baby she is 6 months old,5
83738,Please suggest a diet for 6 months old breastfed boy.,5
83747,i hv a 4months old boy. when should i introduce food n what should i give first?,2
83795,my baby is 7 month so what healthy food I can try for her.,17
83808,hiii my baby is 1 month old ....suggest veg n non veg foods to increase breast milk supply,7
83816,"my son has entered in 7th month,what I can give  him to eat and how many times a day,",5
83823,my baby is eight month old ..suggest food fr him,40
83939,When should I start weaning my 4 months daughter? Suggest me diet for weaning,100
83966,my 9mnths daughter not eat anything 9months,10
83980,what to feed for 8months baby,40
84001,Diet chart for 7th month baby for healthy growth & development,40
84021,my daughter is 4 months wt is adequate weight 4 her nd hw mch top feed she required,31
84050,four and half month baby he is 8 kg right now can i start solid food,2
84053,pls suggest to increase brest milk,7
84063,"Hi,my baby girl is 6. 5 months old..... what should be the best solid food that I can give her?",5
84307,how to increase baby's weight (6 months old),13
84335,my baby 8 month's  old what type foods will give?,17
84337,how to increase weight of 11 months old baby,6
84344,what are the foods we can give to the baby in 9th month?,40
84471,hi.. which top food Should be given to 8 months old daughter?,40
84477,"my child is 6 months old. shall I try juices, moong dal water or anything else...",5
84485,"Hi,my baby is 8 months old. what type of food i can give her?",40
84486,hi my baby completed 5 months what food i have to give her now,100
84496,"Hi, Can anyone suggest feeding schedule for 5 months old baby with semi solid food.",100
84596,hi... my son will complete 6 next month. what should I give him to eat,5
84599,can u tell me healthy diet chart for my six month baby,5
84600,which food can v give which make overall growth of 5 month kid,2
84603,Hi can suggest feeding schedule for 6 month baby his DOB 29/09/2016,2
84612,my baby now in 6month... what kind of food I have her.. hive me a food chart,5
84619,Hi my baby has seven month old. which types of food can give her. Please give some recipes,40
84629,6 month baby home made food recommendation for weight gain,13
84634,my 8months daughter doesn't  take top feed wat to do?,7
84640,Which food can be given for six month baby,5
84647,my baby is very dull and weight loss,6
84654,please send me the time schedule of 6 months old baby food,5
84659,"Hello, I want the diet plan for my 6months old baby girl.",5
84676,Hi my baby is 10 months  old now can u plz suggest me her food chat,68
84678,my baby boy 6 months old now. which food is better for his growth,5
84680,hi my baby is 7 month old what food can I give her I tried but she is not having food,6
84697,how to weight gain of baby,13
84881,my baby's age is 5 months and I have started feeding cerelac to him.... is it okay to feed,100
84884,Wt al should I give him to hv food,2
84899,"hello, i am having a 7 month old baby boy. . what should I give him as a lunch and dinner",40
84902,my baby didnt eat cow milk and any food? what i do,6
84970,hii.. my baby is 6months old. . what kind of foods I have to give?,2
84980,hi my baby girl is 11 month old but kuch bhi nahi khati what to do.. ?,10
84982,Hello my baby is 4 n half month n till on breast feed.. what should i give her additional food,100
84987,my daughter is 6 month which food I give her?,5
85000,my baby will 6 months old on 28th mar. Muje usko kya khane me dena chahiye,5
85090,What type of home food we should give to my baby,40
85092,What type of food should we give to baby at night,40
85115,which type of food can I feed to my baby?,40
85143,what type of food I'll give to my daughter.. she is 5months old. she take processed milk.,2
85161,which type of biscuits and   snacks useful and healthy for my 8months baby,40
85175,Plz tell me a basic diet chart for my baby,5
85181,what type of food is best for my baby,2
85189,5th month started for my baby. can I feed anything apart from my breast milk? please suggest?,100
85190,what can I give my son,5
85192,what food should I make for my child,40
85209,what food can I give for my 6 months old son,2
85222,my baby is seven months old but she is very lean please suggest the weight gain food for her,13
85229,What food should i give for my 8 months baby girl?,40
85246,hi my baby boy is 6 mnth so wat can I give for feed...,5
85248,my son is 6 month old what food should   i give him ?,5
85249,I want food chart or time table for my 7 month old baby.. what and when I have to serve her,13
85270,which type of food i giving to my 5 months ago baby girl or start after 6 months,5
85315,my baby is 4thmonth can I put cerelac,100
85321,food for 9month boy,40
85334,please give me diet schedule or chart my baby girl. het weight is 6. 200,10
85356,my baby is 4 months old... but feeding milk is not enough fr her.... wht should I do?,7
85398,please give diet chart or diet schedule for 9 months old baby girl. her weight is 6. 200,17
85406,"my baby is 4 months old ,apart from breastfeeding ,what fruits nd cereals can I give",100
85421,My son is 6month old ...   He is not taking enough water ..... Shall I start any juices ...,5
85443,"my baby10 mnth old.. but dont eating any baby food, and no drink milk.. plzz suggest me what i do?",17
85444,my baby is 5 months old can eat him a rice,100
85450,My baby doesnt eat well,6
85451,hi my baby 6 months old. what food can I add at this stage other than milk..,2
85462,my baby is three months old can i give her liquids like juice and clear soupe,100
85465,my baby not eating anything,6
85470,Chart of food schedule for 6 month baby,5
85478,my baby is 7mnths cmpltd . apart from breastfeeding what fruits and food can I give,5
85525,What would i feed for my seven months old baby?,40
85530,My baby is 7 months completed how may times should I feed food a day apart from milk.,40
85541,My son is 7 months old. What are the type of food to be added in his diet along with milk..,40
85542,chart of food with time for 10 and half month baby,40
85561,hi my baby is 5 months what we eat food,2
85576,Can i give milk to my 6month baby?,7
85582,"My  baby will be 6 months in 2 more weeks, what should be in his diet chart?",5
85614,my daughter is now 10 month bt her Wight is very low? wt can I do?,6
85619,"my Baby  is seven months old. pls tell me,kitne  time ke antar me khane  ko Dena chahiye",6
85642,can I start giving good to my five nd half month old child,5
85653,What should be the diet for a 10 months old baby,17
85675,please suggest me food for my baby... my baby is 5mths ....my babby is not tking formula milk,2
85701,plz tell some easy food and healthy food for my seven month old baby,40
85714,what should be the diet in Summer for baby of 7months of age. ?,40
85716,my baby is 7 months old  I want to ask which kind of food o give to baby for development,40
85750,my son is 7 months old. which diet should prefer for him ?,17
85863,Can I give fresh juice to my child now?,100
85891,can i give watermelon juice to my 5 month old daughter..,100
85897,Hii my daughter is 7 months old which type of food can i give her,40
85943,hi my son is 8 months old.. what type of food should I give it to him..,40
85947,"Hi,  my baby is 10 month old please suggest me  best food chart .",17
85953,I need sme clarifications about baby foods for my 9 month baby,40
85979,"My baby is 4 months old now, can I give cerelac for him in addition to breastfeed.",100
86065,which is d best milk to start for m baby at 6 month,7
86074,hi mere baby abhi 4 month Ka he or with healthy ho esa koi food batai,100
86083,"Hii,  mera baby 6 month ka Hai usse khane m kya DE sakti Hu?",5
86096,cow milk is gud or tetra milk for 11 month child,7
86104,my baby eight month old weight eight kg not gaining weight what to do,6
86105,whether jeera water can be given to 5 month baby along with solid food,100
86396,diet chart for 6 month baby,5
86415,what variety of fuds I can introduce to my little chams. they are 8 mnths old,40
86434,plz give me some food chart for my baby ??? she is complete her 6 month ...,5
86437,Hi.. my baby is 7 months old plz suggest me food items for him He likes liquid items not thicky,40
86445,hi..... plz suggest food for weaning........ just starting....,5
86471,hi... pls suggest food chart for 10 months old baby,40
86483,my baby s 5 month sm giving enfamil ...can I start biscuit and wheat cerlac,100
86507,food recipes for 10month old baby,56
86579,my child  is 1yr old. what food is better for her?,40
86607,my 9 month old baby is not taking milk. what should i give to fulfil her nutrition?,6
86610,Hi my baby is 11 months old... I want to know about his food habits for summer,6
86623,what type of food can I give to my 6months baby,5
86637,My baby is 3. 5 months .. how to make him little fatty .. he is on top feed only,31
86640,what should be given to 8 month baby in summers,40
86655,hey my baby is 3months nd 10days oldmai usse khane k liye kya de skti hun plzzz ask me,100
86693,this summer season is very bad for my 6 months son... what should I give him to eat.. ??,5
86757,when I start to solid foods to my baby.. which food is first I start to eat her???,2
86777,Mera son 9 month ka h use khane m aur kya dena  chaye.,40
86780,my baby is very weak... He is a premature baby. what to do??,5
86795,my baby is 8 months old. what should I feed her?,40
86797,my baby always while eating cerelac plz give me a suggestion,100
86806,how to increase breast milk?,7
86823,Diet chat for 5months old baby,100
86843,my younger son is 6 months old what diet other than breast milk should I start for him?,5
86868,Hi my baby is 5 months old rather than dal water n rice water n milk what can i feed him,5
86949,My baby  age is 7 month ND his wight is 8 kg it is good??,31
86965,my bday is 1month old. how do I increase breast milk ?,7
86983,"Hi,My son is 4 months old. I need to office from next so shall I give packet milks and biscuits?",100
87013,"how should i start to give solid food ,liquid and water to baby her age is 6 month..",2
87114,please provide food chart  for my 7months baby,40
87128,i guv cerelac to my 8 months everyday day for dinner.. is it gud,40
87164,what food shall I feed my  baby,5
87188,Which type of home made food i'll provide my child,5
87196,my baby girl is 5 month old... when I start solid food n water to her?,100
87202,my baby is not eating the food properly. she completed 11months. can u suggest any healthy food,10
87209,my baby 7 months old and my question is what food in this age,40
87212,"my baby is 3 month old shall i give beetroot soup,carrot soup",100
87524,my baby   girl 4months 20 days completed i give bm now i go to office what I am do?,7
87713,my baby crossed 6months. what should I feed him other than mother feed,5
87720,my baby is 11 month old. please suggest a food chart for my baby.,40
87762,How to gain wt by breast feeding of my child,7
87816,how many times milk should given to 11months baby with major meal.. please suggest.,17
87830,hii my baby is 7 month old so which type of food I give him to proper growth and weight gain ing,40
87866,my nabby not eating any food or juice... and my banby is 10mnth old....,13
87870,9 month baby diet,40
87875,want to ask about food chart for 6 month baby girl can i give her pomegranate  juice farex cerelac,2
87876,What is the good weight of 2. 5 month old baby boy,31
88136,6months baby want to get fat but she look like new born,2
88198,my baby is 11 month old he doesn't eat anything his weight 7. 9 kg,6
88274,hi Meri baby girl 4 month ki Hai aur usaka wait 6. 5 Hai  lekin wo  patli dikhti Hai,31
88286,My younger son s 9 months old but he is only 7 kg. is there a diet plan to increase his weight?,68
88294,Please give me name of some food item which I'll give my 10 months baby......,68
88323,Hi my son age is 6th month. which food i can prefer?,2
88387,My baby will start his 6th month soon can i start solids???,5
88525,how i increas my breast milk,7
88594,"my baby 5 months 5days old , suggest me first solids",5
88637,my daughter is 6 months old what should I give her  except bf. I m using cerelac right now,5
88642,hi my baby is 6 months what should I give him to gain weight,13
88847,my 7month old daughter doesn't eat anything. how can I try,6
88854,"wht to give 6 month baby in breakfast,  lunch and dinner ? please give time table .",5
88881,which food is good for 10month baby,68
88920,Weaning food,2
88923,When can i start weaning,2
88937,My baby girl is 10 months old which type of intex is good for her,40
88964,hi.... my son is of 6 months.. what diet do I gave him,5
88969,Hi my baby is now 4 months old.. What all foods I can introduce to her?,100
88971,"My baby not taken solid even liquid food. suggest some solution ,she is 8 months now",13
88979,"My baby is 3 months old, what should I feed him apart from milk, could  you please advice ?",100
88983,what I take my 5 months baby to eat and how his weight gain,100
89026,my baby is 3months 12days now.. and her weight is about 6. 5kgs.. Is she growing healthier ?,31
89027,my son is 6month old what I eat him at starting days,5
89032,hi my son is 6month old what type of food  I will give him,5
89156,my daughter is 11 months old. she is not having food please suggest me how can I eats her.,6
89197,my baby is 10 month old. what food i can giv to him to gain weight as he is very thin,6
89198,my baby is now 4th month  what type of semi solid foods can I give now,100
89287,my girl baby is 12th month started. what food can I give.  pls suggest,40
89291,can I give juices to my baby.  he s 4 months old...,100
89326,which food is better to feed my 7 the month baby?,40
89408,my baby weight is 7. 400kg . please suggest me how to grow her daughter.,6
89439,my baby is of six months now... what should I feed her... ?,5
89491,which fruit juice given to my 5 month old baby?,5
89493,can anyone suggest me about the food plan with timing s for 6months old baby?,5
89520,my baby is 7months and 6days old and her weight is 9. 6,31
89529,my baby is 8 month old need to know the  vegetarian diet chart  for her.,68
89563,hi what solid food I introduced for my 5 month little boy,100
89599,What can be fed to a 6. 5 months baby ??,2
89609,my baby is 9 months. what food shall I give now? can I start any solid food pls suggest me,40
89669,My baby is 6 month old I want to know some home  made food for her,5
89681,what should be the diet for 6 months old baby,5
89785,hi my baby boy  is 7 month old is nestle nestum stage one is good for health .,40
89787,my child is 1 yr old. plz suggest me what sort of foods to be included in her meals,40
89861,My daughter ir 5months old.... wht should I gave had to eat??,100
89892,pls share food chart for 6 to 12 months old baby,40
89896,my daughter is now 6 months ago..... what type of food ,5
89922,my  daughter's weigh  is 4. 930 she is 3 month old what to do to increase  her weight,31
89926,hii... my son is 6 months year old... so suggest me his feeding schedule... plz,2
89981,My son is 4 month 16days.  Now  i join my duty. what can i give?,5
89990,Hii my son completed 6 months what type of food is preferble and at what time,5
90159,How can I increase my 11 months baby weight,6
90201,my baby is 11mnths old and her weight 8 kg  give me some tips for her weight gain,6
90209,what to eat for first time for 6 months baby,5
90223,my baby is not gaining weight ???,13
90228,Hi my baby 9 months old but her weight is only 8 kg is it normal,31
90230,Need food chart for my 8 months baby,68
90232,My girl baby is 3month i which foods give her,100
90241,I have 4th month baby boy his weight is 6kg its fine or not,31
90243,my baby  6+ what can i feed her,5
90245,my baby is 7 months what food is better?,68
90251,my baby is 5 months when I l start solid food,5
90368,mera baby 1st April ko 6month ka ho gaya hai kya use sooji ki kheer de Sakti hoon?,5
90453,hiplz tell me what are the summer foods which we can give to 8 months old child.,6
90461,which food give to baby and how??,5
90464,can I give cerelac wheat/wheat apple to my 6 month baby,5
90499,wat type of food can I give to Ma baby,40
90502,my daughter is 10 month's  ...  4 everything I giv t eat she cried even water.... except my milk,17
90533,my baby is nw 6 mnth can i give other things to her,5
90550,my son is 7 month old which type of food better for growth,40
90588,My baby is 6 month old and which is give to eat her to good health.,5
90598,my son is 7 months what type of food is good to him to increase weight,68
90622,when can I give extra food?,100
90629,My baby is about to complete 6 months .Which type of food i start to give him?,5
90636,my daughter is 11month what do you suggest I give her to eat as she is not putting on weight,10
90643,my baby boy's weight was 2. 490 when he was born now what should be his weight in 9 months?,31
90651,my son is 6 month old. what can I provide for his diet. is cerelec good for baby,5
90657,hai baby does not eat rice and any other things except fruits what shall i do,13
90665,my daughter is 6 month old. plz tell me the food which i can give her?,5
90666,please suggest me suji Kheer recipe and suji halwa recipe for my 6 month old baby,56
90667,What food should be gvn for 6months old,5
90673,hi my baby is 9 month old what can i feed him,68
90698,my boy birth weight is 2. 9kg now his weight is 7kg now 7 month running. Is it ok,31
90703,Ideal weight for 6 month baby boy.. and what shoyld I give to increase weight?,31
90727,My daughter is 2month old . please tell me which food I can give her rather than milk?,100
90742,"hiii,when can I start weaning to my son,he is 5month old",5
90769,my baby is 6 mnths old. which milk can i start now??,7
90799,My baby 9 month old what food we can give him,68
90800,My 1years 2 months baby what she eat plz tell,40
90803,please suggest me food for my baby which is 6month old..,2
90810,my baby is 10 months which food is good for her,151
90826,my baby is 5 mths old should I give him food other than breastfeeding,100
90837,"hi, my kiddo is turning 6 months this week... what can i feed for him",5
90851,My baby has completed 4months. Plz suggest me  the diet chart for baby.,100
90885,"hi, my daughter is 10 months old which type of food i give to her",40
90894,"how to make porridge of sahi,rice and ragi",56
90898,wat is a diet for 8 month old baby,68
90927,which food s given to 5 months 6 day baby boy,5
90928,suggest veg food items for 11 months old baby.. please,40
90934,my daughter is 9 months old n her weight is 8 KG. Is her weight accurate??,31
90943,my baby is 7kg in the age of 6 and half monthI m very much concerned,31
90976,which healthy food can i introduce to my 6 months old baby,5
91006,my baby is 9 months old kindly give me the food chart for my baby,40
91068,9month started for my son what food to start,40
91083,Wat all foods can I give to my 9 months old baby,40
91099,wen can i start solids after 6months now im on bm n formula,2
91102,My baby is 7 months old. can we give cow milk to him. what will be the best food for him.,40
91171,kindly suggest weaning foods for my 6 month old..,5
91175,My baby is now 10 months old.. What type of food i can give her,68
91177,for my 5 months old baby what home made food she I give apart fm mother feed,5
91179,hi my baby is 6 month old. please give me food chart,5
91181,what should  be the weight of a eight month old baby boy,31
91182,pls mujhe suggest kre ki mein apne 8 mnths baby ko kya kya khila skti hu ?,93
91183,"my son is nw 12mnts, not completd.. Wat food i can gve hm nw..",40
91226,usko kya khilana hoga or kitne time ke gap se plese tell me,5
91294,my baby is 11 months old.. please suggest me the healthy food,68
91295,"what should I start to my 6 months baby,till now she was on bm",5
91325,what can i do if my breast milk is not sufficient for my baby??,7
91352,which solid food should I start,5
91376,My daughter is 7months  can I give her outside milk or cow MILK?,7
91408,what to feed 6 month old baby,2
91448,my daughter is 7 month old  what food is good,40
91454,"my daughter is 11 months and her weight is 8 kg ,is it right weight of  her age,?",6
91515,what type of fruits can b given to a 4 month old baby??,100
91529,wat should I start giving my daughter who is 5. 5 month now?,5
91537,my son is 8 months old don't eat the food please suggestion,6
91564,my baby is nw in 4th month her weight is 5. 5kg is it normal...,31
91573,My baby is 6 months old .....is daal rice good for him?,2
91607,1 year 7 month k baby k lye kya food best hainnnn,40
91633,mere beta 10 month complete kr chuka h usse din m kitni bar khana aur kitni bar milk dena chayen,6
91667,my son is 6 month kaun kaun se food kha sakta h,2
91731,i dint have sufficient milk. to increase. breast feeding what i want. to do,7
91781,hi my baby is 7 months old. he doesn't eat and always demands for feeding my milk,17
91845,when I give him solid  food,10
91874,Is formula milk gud for 6 month baby (nan pro ),7
91912,my daughter is 4 month when shall i start giving her solid food as I have to join my duty,5
91917,My baby is 10 month old...  Wat kind of food I can give,151
91953,hiii can u suggest me a proper diet for a 1 year old baby,40
91969,hai mam !my son is 7 month old alwys he s crying while eat,17
92043,Hi my son will be soon 6 months old how and what food items I should introduce to him first?,5
92101,Diet chat for 10 months baby,68
92197,what food can i give for my 6months baby,5
92319,what is the diet chart for 6 month babies ?,5
92322,Which food and liquids are good in summer,6
92323,what kind of food we will gave to 9 months baby,40
92335,my son is 9month  old and  I can feed him and how many servings...,6
92369,Shall I give anything with breastfeed to 4 months baby???,100
92392,my baby is 4 months old. he  drink formula milk. can I gave him anything? for eating.,100
92396,so what shoul i gv my daughter in breakfast.. ? suggest something...,40
92411,my baby weight is 7 kg plz suggest some deit plan 9 month,6
92465,hii allmy daughter is 6+... n i want to know what is adequate diet for her ??,5
92493,hi mera baby 9 month old kuch khati nhi h,10
92497,hi what are healthy food to my little one he s 8month old,68
92557,My baby is six months old.. What should I give him other than formula.. Plz suggest,5
92560,what kind of food can be offer to a child after 6 month,5
92568,what should be introduced first to a 5+baby if bf is not sufficient?,5
92578,at 4 months age what type of food we can start,100
92625,My daughter is 7 months and she refuses to take mashed food or fruits. what to do?,10
92706,what food I should give to my daughter,68
92722,What Al food I can give her,100
92755,what type of fruit juices shall I give to my 5th month baby? n how to cook vegetable soup?,5
92832,my princess is 5 months old... when to start solid for her?? her weight is normal.   plz suggest,100
92834,"hi, I'm kavita I have 2 month baby l feel low breast milk can I use lecture capsules?",7
92875,hi my baby is 9 months old and he is not eating solids food at all wht should i do,17
92893,"plz advice me for my 6months son, food timings and which food i hav to give",5
92952,My baby is in a 9 month what should be diet for him,40
92956,"hello, my son is 7 Months old which type of food I should give him for weight gain?",13
92986,Food for six month completed baby,5
92990,Which milk would be better for my kid except cow milk,7
92994,what type of diet can I give my baby he is 12 mnths,40
93004,Hi... what all food can I give my 6 months old baby,5
93012,Which food is good 1year baby,40
93015,Plz.  Tell mi receipe for baby food khichadi,56
93016,Hi my baby doll is 5months now... Can someone tell me how to make homemade cerelac at home...,100
93025,my daughter weight is 7. 5kg is it appropriate according her age plz guide me.,31
93027,top feeding baby can start cerelac at 4 months age?,100
93060,How do I increase my breast milk. Which food will help me increase my milk,7
93079,best food for 5 months baby in summer ?,100
93096,can mother dairy milk is given at the age of 10months....... plz help me......,7
93133,my son 11 month  his weight 7kg how i can i increase his weight what food i can gvn him,6
93140,hi... my baby 6 month running after 6 months what kind of food or liquid drink am give her,5
93150,can i give banana to my 4. 5 months old baby . my pediatrician  told me to start weeing .,5
93160,my baby is 6 month old. which powder milk is good for her or I can give her cow's milk,7
93161,suggest me some foods for my 6 months baby .,5
93210,Hi my daughter is 1 yr old. her weight is 6 kg. How can I improve her weight and Health?,6
93212,can anyone give food chart for 10 months old baby,151
93217,My daughter is five months now... I wish to know what solid foods I can start with,5
93222,suggest me the list of recipes which I can prepare for my child,40
93334,my daughter is 6 month old  what should I give to eat in food and how much water I give to her?,2
93394,Hi.... how to prepare ragi in think  constancy  without sticky?,56
93400,my baby is nt gaining weigjt,6
93435,my baby is of 6 months .what would be a healthy diet for her,5
93616,My 3 month old baby not getting enough breast milk . He need milk . what can I start for him,7
93628,"hi,this s Anujha.. my baby s 5month old whether shall v start with solid food to her",5
93637,which food 8 month old baby,68
93647,hi momies what I can give to my 1 yr old child as her very choosy,40
93648,hello. !  what  should be the  diet chart for nine months baby?,68
93652,my 11. 5 month baby  only get formula milk he dont like any other type meal . I'm so worried any it,17
93654,hi.. my baby is 3 months old now.. can I start solid food for her along with breastfeed...,100
93676,My baby is 6 month old. Which type of food I should give him.,5
93694,tell me diet chart for 4 month old baby. till he was on BF.,100
93705,please tell what to feed for a 8month baby.,40
93709,Ideal weight for my baby,31
93711,Which are the weight gaining foods,13
93716,hii my baby is 6. 5 mnth... usse kya khilana chahiye,5
93740,"can I start bottle feed to my 2 months old baby,as I am working and have rejoin soon.",7
93743,Wait bathane ke lia Kya Karna chahia ?  8 months  ka boy hai. gripewater  de skate hai,6
93750,what is the daily diet for 6months baby?,5
93763,My baby is 4month completed n shall I give cerlacs to her,100
93765,my baby is 18 weeks old and when can I start him  with solids?,100
93792,my baby is 4 month old..... when i start food,100
93798,hello my baby is one year ten mnth which type of food we make to her . in morning and evening,40
93799,what should il feed to my 7 month baby,40
93817,hiii my baby is 7 mnt old what kind of food should i give him.,40
93835,after 5 months what should we give to baby?,5
93852,how much weight does a four month baby have?,31
93872,my baby is 5 months old shall I start him any food?pls suggest me wat to give ?,5
93888,what is weight of 4 months baby boy?,31
93906,Hi moms my daughter just compleete 6 monthsWhat good can I give at begining&in which timings,5
93913,what food i do my child after 6 month,5
94105,my baby is 10 month old but her weight is not getting gain according to increase in months why...,6
94108,my daughter'sfour months completed now I can start give liquid food..,100
94173,which food is good for 10 months baby. what about cow's milk n curd,68
94182,my baby boy is now 9 months .. what types of food I give????,68
94202,hi I'm worried about my 7 month old baby's waight gain... how increase her waight... plz tell me...,13
94225,i need some suggestions about food for 7 months baby ....,40
94233,"my baby ,6month old give some table. food chart",5
94262,my baby is 5 month completed what can I start new food to him .,5
94264,pls suggest me healthy food for my 6 month old baby boy,5
94277,Weight gaining foods,13
94286,My daughter was 5months old grain biscuits is good for her with milk,5
94291,My baby is 9month pls let me know what type of food is to be given to baby,17
94301,what should be given to 6 month baby ...is ceralac safe for baby?,5
94311,which food is best for my baby,100
94333,my baby is nw 7 mnth old shoukd i give her mc. vities biscuit with milk,68
94338,which food hv to gv baby,2
94340,"my daughter 6 months old, so what should give her   food??",5
94392,when i will start food to my baby,100
94402,what are the best food for 7 month baby?,40
94438,I don't have breast milk for my baby .now baby is 3 months plz  suggest me abt food,7
94461,what type of food is best for my 8 months old baby,40
94470,Hi...  My baby is 5 month what kind of food may i started first?,5
94477,what food to be given to my 10 months old baby to fulfil his all nutrition levels,17
94623,my 4th month baby girl is not satisfy with breast milk. Can i give her lactogen 1?,7
